cneo_orf_id	scer_oln_id	reliability_class
CNAG_00815	YEL065W	1
CNAG_01665	YAR008W	1
CNAG_02819	YPL162C	1
CNAG_06587	YNL056W	1
CNAG_07749	YBR265W	1
CNAG_03080	YLR372W	1
CNAG_03965	YHR038W	1
CNAG_00084	YOR168W	1
CNAG_00876	YOL152W	1
CNAG_05900	YBR121C	1
CNAG_07162	YBR060C	1
CNAG_02927	YOR288C	1
CNAG_04439	YBR127C	1
CNAG_01412	YMR165C	1
CNAG_04220	YMR284W	1
CNAG_01158	YLR116W	1
CNAG_04848	YDR432W	1
CNAG_01123	YDL036C	1
CNAG_07800	YDR164C	1
CNAG_01271	YJR050W	1
CNAG_03986	YNL137C	1
CNAG_02578	YBR186W	1
CNAG_06553	YGL208W	1
CNAG_05720	YOR281C	1
CNAG_04181	YIR005W	1
CNAG_01264	YIL094C	1
CNAG_03738	YGR277C	1
CNAG_02854	YIL010W	1
CNAG_01601	YCR068W	1
CNAG_02238	YMR022W	1
CNAG_05132	YGL187C	1
CNAG_06112	YJR109C	1
CNAG_06363	YLR051C	1
CNAG_01039	YPR189W	1
CNAG_04863	YJR102C	1
CNAG_05393	YNL218W	1
CNAG_00369	YHR058C	1
CNAG_02355	YEL004W	1
CNAG_00375	YGR252W	1
CNAG_01376	YNL091W	1
CNAG_02426	YDR416W	1
CNAG_02071	YNL233W	1
CNAG_07373	YJL130C	1
CNAG_06024	YGL153W	1
CNAG_06329	YGR260W	1
CNAG_00266	YFR007W	1
CNAG_06756	YNR054C	1
CNAG_05764	YBR251W	1
CNAG_01054	YNL222W	1
CNAG_05713	YLR384C	1
CNAG_01320	YJL063C	1
CNAG_02679	YHR194W	1
CNAG_07469	YMR047C	1
CNAG_04984	YNL231C	1
CNAG_05889	YHR016C	1
CNAG_03944	YNL064C	1
CNAG_03316	YDL135C	1
CNAG_01983	YEL007W	1
CNAG_00176	YFR044C	1
CNAG_00092	YGR243W	1
CNAG_00651	YPL147W	1
CNAG_06824	YBR103W	1
CNAG_00125	YLR452C	1
CNAG_00241	YIL079C	1
CNAG_07766	YCR014C	1
CNAG_01802	YKR071C	1
CNAG_05200	YEL029C	1
CNAG_04651	YGR284C	1
CNAG_06713	YNL247W	1
CNAG_04347	YER052C	1
CNAG_05789	YDR161W	1
CNAG_01599	YJR113C	1
CNAG_04002	YCR009C	1
CNAG_02503	YBR244W	1
CNAG_02810	YGL014W	1
CNAG_02363	YBR008C	1
CNAG_00408	YDR075W	1
CNAG_01445	YDL149W	1
CNAG_02298	YPL006W	1
CNAG_02916	YDR377W	1
CNAG_04159	YKR017C	1
CNAG_05413	YGR216C	1
CNAG_03212	YCR065W	1
CNAG_02154	YKL022C	1
CNAG_00825	YIL006W	1
CNAG_02286	YMR259C	1
CNAG_01707	YML104C	1
CNAG_01241	YKL193C	1
CNAG_06179	YDL001W	1
CNAG_07609	YNR038W	1
CNAG_05914	YGR289C	1
CNAG_03624	YGR103W	1
CNAG_01017	YLR247C	1
CNAG_05485	YJL125C	1
CNAG_05541	YIL106W	1
CNAG_07346	YJL111W	1
CNAG_04328	YDL064W	1
CNAG_05549	YPR161C	1
CNAG_06611	YPR010C	1
CNAG_02577	YMR272C	1
CNAG_04171	YMR200W	1
CNAG_01926	YDR244W	1
CNAG_05248	YKL135C	1
CNAG_04217	YKR097W	1
CNAG_01717	YNL288W	1
CNAG_01902	YBR112C	1
CNAG_03519	YDR539W	1
CNAG_05389	YDR294C	1
CNAG_06013	YIL067C	1
CNAG_05280	YJR090C	1
CNAG_00138	YML110C	1
CNAG_02395	YBL067C	1
CNAG_06150	YPL240C	1
CNAG_05191	YOR154W	1
CNAG_00719	YLL034C	1
CNAG_00292	YGR211W	1
CNAG_02074	YHR024C	1
CNAG_01346	YOR283W	1
CNAG_06369	YJL031C	1
CNAG_03017	YGR186W	1
CNAG_02222	YIL083C	1
CNAG_03345	YDR293C	1
CNAG_06215	YBR151W	1
CNAG_07848	YDR323C	1
CNAG_06663	YFR033C	1
CNAG_02960	YOL080C	1
CNAG_03206	YOL043C	1
CNAG_02029	YOR181W	1
CNAG_01711	YBL011W	1
CNAG_05677	YOR022C	1
CNAG_06129	YDR084C	1
CNAG_07627	YLR086W	1
CNAG_06273	YOR294W	1
CNAG_03555	YIL124W	1
CNAG_00062	YER021W	1
CNAG_06445	YDL108W	1
CNAG_02309	YDR519W	1
CNAG_03508	YGR172C	1
CNAG_06383	YMR073C	1
CNAG_04641	YGR047C	1
CNAG_06022	YER175C	1
CNAG_00117	YNL280C	1
CNAG_02871	YBR004C	1
CNAG_04659	YLR044C	1
CNAG_07625	YGR266W	1
CNAG_01733	YLL036C	1
CNAG_05673	YFL025C	1
CNAG_04950	YNL044W	1
CNAG_00280	YIL070C	1
CNAG_00640	YJR145C	1
CNAG_03942	YNL139C	1
CNAG_05409	YJR068W	1
CNAG_04821	YKL025C	1
CNAG_05163	YMR287C	1
CNAG_03205	YGL171W	1
CNAG_02073	YMR167W	1
CNAG_06325	YJR053W	1
CNAG_02341	YJL084C	1
CNAG_01117	YNL014W	1
CNAG_06633	YOL040C	1
CNAG_01414	YFR051C	1
CNAG_03391	YDR393W	1
CNAG_04628	YPR016C	1
CNAG_02203	YMR308C	1
CNAG_04851	YDL126C	1
CNAG_01518	YKL128C	1
CNAG_06648	YGL244W	1
CNAG_01652	YPL096W	1
CNAG_00318	YIL062C	1
CNAG_05446	YNL238W	1
CNAG_01798	YOR043W	1
CNAG_07718	YIR006C	1
CNAG_05263	YGRWTy3-1	1
CNAG_05263	YGR109W-B	1
CNAG_02721	YOR373W	1
CNAG_07427	YPL204W	1
CNAG_06809	YJL057C	1
CNAG_06679	YER090W	1
CNAG_02385	YIR008C	1
CNAG_01629	YNR046W	1
CNAG_03795	YML060W	1
CNAG_04740	YKL072W	1
CNAG_05401	YDL063C	1
CNAG_00580	YOL023W	1
CNAG_01262	YOR212W	1
CNAG_01536	YHR023W	1
CNAG_06260	YGR287C	1
CNAG_06371	YDL238C	1
CNAG_02467	YIL128W	1
CNAG_00673	YOR164C	1
CNAG_03796	YPL236C	1
CNAG_03069	YDL125C	1
CNAG_02834	YLR189C	1
CNAG_04959	YOL018C	1
CNAG_03143	YFL014W	1
CNAG_01817	YDR292C	1
CNAG_07851	YNL037C	1
CNAG_02956	YPR133C	1
CNAG_05162	YCL005W-A	1
CNAG_03699	YBR237W	1
CNAG_00078	YGR125W	1
CNAG_03127	YPR132W	1
CNAG_06588	YIL150C	1
CNAG_01639	YLR069C	1
CNAG_04883	YML026C	1
CNAG_05597	YDL166C	1
CNAG_05085	YJR070C	1
CNAG_02375	YNL325C	1
CNAG_00418	YLR180W	1
CNAG_01535	YDL210W	1
CNAG_05477	YIL005W	1
CNAG_04579	YNL048W	1
CNAG_07908	YJL200C	1
CNAG_02756	YGL155W	1
CNAG_01284	YGR028W	1
CNAG_07114	YPL234C	1
CNAG_06793	YOR033C	1
CNAG_00888	YKL190W	1
CNAG_04287	YJL143W	1
CNAG_06076	YGR187C	1
CNAG_04825	YPR040W	1
CNAG_03743	YNL191W	1
CNAG_01510	YMR129W	1
CNAG_01544	YPR033C	1
CNAG_00584	YOR122C	1
CNAG_06732	YNL242W	1
CNAG_06059	YLR126C	1
CNAG_05775	YDR434W	1
CNAG_05630	YDR229W	1
CNAG_05196	YPL178W	1
CNAG_03998	YBR182C	1
CNAG_02779	YFR047C	1
CNAG_06892	YNR007C	1
CNAG_01600	YMR131C	1
CNAG_05799	YLR307W	1
CNAG_00068	YDR253C	1
CNAG_02892	YGL142C	1
CNAG_01276	YLR383W	1
CNAG_03513	YCL031C	1
CNAG_07801	YJR096W	1
CNAG_01340	YGR270W	1
CNAG_06773	YIL109C	1
CNAG_05058	YHR168W	1
CNAG_02890	YMR024W	1
CNAG_04000	YPL132W	1
CNAG_06699	YJL052W	1
CNAG_06925	YPR201W	1
CNAG_06641	YNR003C	1
CNAG_00909	YKR072C	1
CNAG_06127	YER126C	1
CNAG_02804	YHR040W	1
CNAG_01522	YPR047W	1
CNAG_00166	YHR169W	1
CNAG_04618	YDL170W	1
CNAG_04770	YLR186W	1
CNAG_03751	YNL291C	1
CNAG_06379	YNL132W	1
CNAG_03014	YGR036C	1
CNAG_06896	YBL051C	1
CNAG_00386	YGR162W	1
CNAG_03909	YOR306C	1
CNAG_05726	YKL207W	1
CNAG_00404	YOL054W	1
CNAG_00684	YJL121C	1
CNAG_06356	YKL027W	1
CNAG_05628	YKR051W	1
CNAG_04377	YOL138C	1
CNAG_01339	YOL098C	1
CNAG_01964	YJL212C	1
CNAG_03791	YER129W	1
CNAG_06651	YJL213W	1
CNAG_01679	YDR337W	1
CNAG_04174	YNL329C	1
CNAG_05655	YOR257W	1
CNAG_07368	YOR087W	1
CNAG_06380	YOR194C	1
CNAG_05535	YPR104C	1
CNAG_06755	YIL078W	1
CNAG_03288	YDR105C	1
CNAG_00920	YNL200C	1
CNAG_01591	YDR359C	1
CNAG_07780	YPL069C	1
CNAG_02914	YCR071C	1
CNAG_02520	YDL150W	1
CNAG_06637	YMR223W	1
CNAG_01740	YHR107C	1
CNAG_03070	YKL018W	1
CNAG_00021	YOL052C	1
CNAG_05095	YOR246C	1
CNAG_05352	YBR220C	1
CNAG_01265	YMR077C	1
CNAG_06924	YIL162W	1
CNAG_02180	YNR013C	1
CNAG_01770	YOL027C	1
CNAG_03963	YNL099C	1
CNAG_01167	YJL074C	1
CNAG_06734	YOR210W	1
CNAG_03916	YBR196C	1
CNAG_03863	YBR034C	1
CNAG_05552	YOR304W	1
CNAG_01631	YBR236C	1
CNAG_07531	YNL334C	1
CNAG_04746	YPR155C	1
CNAG_04637	YOR298C-A	1
CNAG_00434	YDR465C	1
CNAG_00270	YGL080W	1
CNAG_00697	YBR019C	1
CNAG_01201	YDR397C	1
CNAG_03812	YIL116W	1
CNAG_05525	YER131W	1
CNAG_03363	YLR193C	1
CNAG_04021	YLR344W	1
CNAG_06647	YDR182W	1
CNAG_00300	YHR172W	1
CNAG_06903	YNL118C	1
CNAG_04010	YGR267C	1
CNAG_03988	YEL064C	1
CNAG_01185	YBR101C	1
CNAG_05044	YPR153W	1
CNAG_00065	YDR002W	1
CNAG_00417	YPL048W	1
CNAG_00046	YOR261C	1
CNAG_07502	YBL039C	1
CNAG_02886	YER012W	1
CNAG_00917	YLR427W	1
CNAG_03297	YEL056W	1
CNAG_04151	YAR042W	1
CNAG_03109	YFR010W	1
CNAG_01164	YKL104C	1
CNAG_02059	YFL028C	1
CNAG_00636	YDL017W	1
CNAG_01361	YNL189W	1
CNAG_05571	YBL004W	1
CNAG_04654	YKR030W	1
CNAG_05527	YLR430W	1
CNAG_01422	YBR287W	1
CNAG_01839	YJR017C	1
CNAG_03289	YBL091C	1
CNAG_03245	YNL241C	1
CNAG_02583	YOL124C	1
CNAG_09004	Q0275	1
CNAG_01413	YNL016W	1
CNAG_07509	YER078C	1
CNAG_00089	YHR069C	1
CNAG_05232	YIL018W	1
CNAG_00613	YPR062W	1
CNAG_00527	YDR211W	1
CNAG_00971	YGL124C	1
CNAG_04039	YPL135W	1
CNAG_04513	YOR207C	1
CNAG_03939	YDR232W	1
CNAG_01718	YHR134W	1
CNAG_00077	YBR294W	1
CNAG_02068	YIL044C	1
CNAG_04450	YER164W	1
CNAG_07491	YBR014C	1
CNAG_05601	YMR154C	1
CNAG_00022	YKL087C	1
CNAG_02457	YBR017C	1
CNAG_03763	YPL242C	1
CNAG_06914	YLR212C	1
CNAG_01005	YCL035C	1
CNAG_03675	YDR496C	1
CNAG_07746	YBR084W	1
CNAG_07570	YKL196C	1
CNAG_03940	YGR200C	1
CNAG_00385	YER094C	1
CNAG_00108	YDR190C	1
CNAG_02546	YJR133W	1
CNAG_04656	YGL017W	1
CNAG_01359	YDR404C	1
CNAG_04678	YKL126W	1
CNAG_02754	YOR369C	1
CNAG_01146	YGR090W	1
CNAG_06420	YBR291C	1
CNAG_00008	YNL127W	1
CNAG_06646	YPR028W	1
CNAG_06444	YLR066W	1
CNAG_01177	YHR004C	1
CNAG_02730	YDL113C	1
CNAG_04018	YDR124W	1
CNAG_05925	YLR314C	1
CNAG_03993	YER016W	1
CNAG_02458	YFL047W	1
CNAG_01547	YMR092C	1
CNAG_07675	YOL081W	1
CNAG_03933	YNL024C-A	1
CNAG_06183	YPR162C	1
CNAG_02087	YHL003C	1
CNAG_04004	YLR441C	1
CNAG_01332	YIL069C	1
CNAG_01278	YER166W	1
CNAG_07558	YKL117W	1
CNAG_00879	YDL215C	1
CNAG_05927	YNL315C	1
CNAG_01310	YCR016W	1
CNAG_03025	YEL051W	1
CNAG_06154	YKL047W	1
CNAG_00855	YKL034W	1
CNAG_01709	YPR041W	1
CNAG_00184	YDR228C	1
CNAG_06948	YBR247C	1
CNAG_01496	YGR123C	1
CNAG_02844	YCL004W	1
CNAG_01646	YOR370C	1
CNAG_00470	YKR035W-A	1
CNAG_02028	YMR216C	1
CNAG_06071	YML079W	1
CNAG_01000	YBL079W	1
CNAG_00346	YFR003C	1
CNAG_05354	YDL098C	1
CNAG_03039	YER143W	1
CNAG_05875	YAL039C	1
CNAG_05518	YPR055W	1
CNAG_00589	YER183C	1
CNAG_01877	YMR217W	1
CNAG_03532	YLL056C	1
CNAG_07463	YGR098C	1
CNAG_01375	YCR088W	1
CNAG_06005	YDR324C	1
CNAG_04335	YLR305C	1
CNAG_06819	YGL150C	1
CNAG_03162	YNL305C	1
CNAG_07590	YKL080W	1
CNAG_01094	YNL245C	1
CNAG_00172	YGL216W	1
CNAG_00596	YEL040W	1
CNAG_06969	YER134C	1
CNAG_01586	YPL078C	1
CNAG_00662	YDL086W	1
CNAG_07756	YGL116W	1
CNAG_03055	YLR074C	1
CNAG_02106	YKL195W	1
CNAG_00680	YOL069W	1
CNAG_04973	YGL241W	1
CNAG_05824	YPL247C	1
CNAG_01642	YCR092C	1
CNAG_06448	YAL012W	1
CNAG_01083	YDL147W	1
CNAG_04062	YGR145W	1
CNAG_01161	YIR030C	1
CNAG_01879	YBR139W	1
CNAG_04990	YOR323C	1
CNAG_02177	YDL188C	1
CNAG_02022	YIL021W	1
CNAG_04808	YNL085W	1
CNAG_00672	YBR048W	1
CNAG_00167	YLR324W	1
CNAG_00334	YNL209W	1
CNAG_01235	YOR151C	1
CNAG_03931	YMR203W	1
CNAG_05743	YGL240W	1
CNAG_06279	YOR160W	1
CNAG_03739	YLR075W	1
CNAG_01062	YOL045W	1
CNAG_01566	YNL126W	1
CNAG_04632	YIR028W	1
CNAG_03637	YMR106C	1
CNAG_04127	YLR323C	1
CNAG_04484	YDL058W	1
CNAG_00940	YOL021C	1
CNAG_03453	YBL063W	1
CNAG_07322	YLR335W	1
CNAG_06170	YJL068C	1
CNAG_03523	YDL119C	1
CNAG_00803	YDL206W	1
CNAG_00995	YML128C	1
CNAG_03072	YGR254W	1
CNAG_07442	YDL046W	1
CNAG_04905	YKR056W	1
CNAG_02182	YOL151W	1
CNAG_04056	YGR101W	1
CNAG_07808	YFL030W	1
CNAG_05086	YIL008W	1
CNAG_02196	YJR076C	1
CNAG_06447	YKL180W	1
CNAG_02977	YDR135C	1
CNAG_06920	YER151C	1
CNAG_00930	YOL058W	1
CNAG_02008	YLR178C	1
CNAG_02782	YHL039W	1
CNAG_05366	YGR054W	1
CNAG_00064	YGL200C	1
CNAG_00319	YCL001W	1
CNAG_06229	YOR057W	1
CNAG_03283	YGR148C	1
CNAG_01037	YPL164C	1
CNAG_00886	YER043C	1
CNAG_05701	YIL138C	1
CNAG_05425	YPR145W	1
CNAG_06140	YGR037C	1
CNAG_00829	YDR328C	1
CNAG_06425	YLR014C	1
CNAG_03787	YML124C	1
CNAG_05688	YGR020C	1
CNAG_02667	YBR007C	1
CNAG_03049	YDR510W	1
CNAG_01181	YLR167W	1
CNAG_03476	YPR069C	1
CNAG_04265	YCL034W	1
CNAG_00567	YBR246W	1
CNAG_06534	YLR450W	1
CNAG_01403	YAR002C-A	1
CNAG_01750	YER103W	1
CNAG_06688	YBR179C	1
CNAG_05809	YOR176W	1
CNAG_06524	YOR381W	1
CNAG_07805	YLR389C	1
CNAG_04704	YKL217W	1
CNAG_04763	YAL023C	1
CNAG_00599	YNL275W	1
CNAG_03723	YOR141C	1
CNAG_07329	YLR403W	1
CNAG_07657	YPR144C	1
CNAG_05622	YER169W	1
CNAG_04395	YDR299W	1
CNAG_07669	YOR357C	1
CNAG_07804	YPL098C	1
CNAG_04466	YPL222W	1
CNAG_01840	YFL037W	1
CNAG_02123	YBL013W	1
CNAG_01819	YDR116C	1
CNAG_03780	YDL083C	1
CNAG_02265	YKL205W	1
CNAG_00486	YOL071W	1
CNAG_03832	YOR099W	1
CNAG_03991	YGR149W	1
CNAG_03588	YBR115C	1
CNAG_02303	YKR086W	1
CNAG_03820	YDL148C	1
CNAG_00744	YGL038C	1
CNAG_02905	YMR244C-A	1
CNAG_00884	YLR166C	1
CNAG_06155	YPR105C	1
CNAG_02773	YOR001W	1
CNAG_05112	YOR337W	1
CNAG_04046	YLR065C	1
CNAG_03302	YKL143W	1
CNAG_08027	YDL114W	1
CNAG_02787	YDR196C	1
CNAG_00777	YNL278W	1
CNAG_02997	YBL034C	1
CNAG_03806	YBR042C	1
CNAG_04078	YOR085W	1
CNAG_02307	YCL064C	1
CNAG_01274	YNL287W	1
CNAG_04051	YLR419W	1
CNAG_05221	YOL012C	1
CNAG_01769	YPR021C	1
CNAG_05822	YGL246C	1
CNAG_02213	YDL161W	1
CNAG_03004	YBR256C	1
CNAG_04341	YJL204C	1
CNAG_07506	YNL023C	1
CNAG_03898	YPR167C	1
CNAG_03618	YBR046C	1
CNAG_03236	YOR289W	1
CNAG_03176	YML130C	1
CNAG_02867	YPL268W	1
CNAG_04194	YLR208W	1
CNAG_05978	YGL245W	1
CNAG_04437	YNL129W	1
CNAG_03369	YJL187C	1
CNAG_05577	YER140W	1
CNAG_01467	YML018C	1
CNAG_05614	YGL221C	1
CNAG_04264	YGR255C	1
CNAG_03342	YDR165W	1
CNAG_02915	YOL100W	1
CNAG_02603	YDR216W	1
CNAG_06377	YJR077C	1
CNAG_01828	YAR003W	1
CNAG_07318	YPR029C	1
CNAG_02948	YBR143C	1
CNAG_05902	YJL024C	1
CNAG_03920	YDL066W	1
CNAG_06318	YOR272W	1
CNAG_07914	YAL016W	1
CNAG_02823	YMR190C	1
CNAG_02004	YHL013C	1
CNAG_01252	YOR251C	1
CNAG_00510	YEL003W	1
CNAG_02259	YNR015W	1
CNAG_03603	YMR290C	1
CNAG_00649	YGL026C	1
CNAG_05290	YDR392W	1
CNAG_03375	YOR142W	1
CNAG_05201	YFL003C	1
CNAG_05817	YGL225W	1
CNAG_07822	YDL045C	1
CNAG_01640	YLR087C	1
CNAG_02917	YDL198C	1
CNAG_02512	YBR114W	1
CNAG_03604	YPR107C	1
CNAG_05225	YCR063W	1
CNAG_05360	YBR142W	1
CNAG_06051	YBR020W	1
CNAG_05740	YDL090C	1
CNAG_05269	YOR362C	1
CNAG_00720	YER095W	1
CNAG_04014	YDR427W	1
CNAG_04001	YGL011C	1
CNAG_03325	YMR237W	1
CNAG_00395	YBR228W	1
CNAG_00009	YGR058W	1
CNAG_05110	YNL081C	1
CNAG_00741	YDL084W	1
CNAG_06414	YHR116W	1
CNAG_00147	YHR165C	1
CNAG_07573	YOR005C	1
CNAG_06340	YOL022C	1
CNAG_08002	YDR027C	1
CNAG_05472	YHL022C	1
CNAG_02269	YFR021W	1
CNAG_02878	YHR100C	1
CNAG_03341	YBL023C	1
CNAG_02986	YBR111C	1
CNAG_06165	YER093C	1
CNAG_00320	YBL084C	1
CNAG_04122	YMR041C	1
CNAG_06353	YPL212C	1
CNAG_01108	YIR029W	1
CNAG_01848	YNL224C	1
CNAG_00550	YDL154W	1
CNAG_06167	YBR290W	1
CNAG_03901	YPL060W	1
CNAG_00787	YNL297C	1
CNAG_00535	YBL038W	1
CNAG_06754	YOL145C	1
CNAG_02035	YDR050C	1
CNAG_01860	YGL159W	1
CNAG_05055	YOR077W	1
CNAG_07474	YOL062C	1
CNAG_02974	YNL055C	1
CNAG_03636	YNL113W	1
CNAG_07448	YHL016C	1
CNAG_03396	YGL067W	1
CNAG_05545	YDR305C	1
CNAG_02157	YCR054C	1
CNAG_04114	YLR048W	1
CNAG_04052	YLR274W	1
CNAG_03331	YNL169C	1
CNAG_00394	YBL071W-A	1
CNAG_00429	YML080W	1
CNAG_01917	YBR257W	1
CNAG_05498	YML071C	1
CNAG_05679	YPR094W	1
CNAG_06605	YGL123W	1
CNAG_04365	YDR060W	1
CNAG_04648	YMR076C	1
CNAG_06838	YPL029W	1
CNAG_04292	YLR439W	1
CNAG_06455	YGR038W	1
CNAG_04278	YDL164C	1
CNAG_05015	YGR088W	1
CNAG_05781	YDR424C	1
CNAG_02771	YBR073W	1
CNAG_06740	YMR032W	1
CNAG_03572	YDR033W	1
CNAG_03187	YER014W	1
CNAG_05234	YJL054W	1
CNAG_03406	YPL138C	1
CNAG_03600	YKL209C	1
CNAG_03628	YGL095C	1
CNAG_01530	YIR033W	1
CNAG_02178	YER157W	1
CNAG_01561	YCL039W	1
CNAG_04879	YPR184W	1
CNAG_04364	YGL022W	1
CNAG_01826	YDR311W	1
CNAG_00760	YPL023C	1
CNAG_02237	YNL243W	1
CNAG_06880	YLR168C	1
CNAG_02989	YPR097W	1
CNAG_01657	YPL262W	1
CNAG_00572	YER171W	1
CNAG_01029	YDL177C	1
CNAG_04054	YNL244C	1
CNAG_06535	YKR060W	1
CNAG_07032	YLR109W	1
CNAG_04369	YMR123W	1
CNAG_00097	YOL103W	1
CNAG_03924	YJL126W	1
CNAG_05164	YOR319W	1
CNAG_01859	YKL005C	1
CNAG_06288	YBR119W	1
CNAG_04814	YBR254C	1
CNAG_00401	YLR459W	1
CNAG_00505	YOR162C	1
CNAG_05437	YPL037C	1
CNAG_00928	YIL031W	1
CNAG_05005	YGL180W	1
CNAG_00234	YLR405W	1
CNAG_07400	YLL018C	1
CNAG_05768	YDR028C	1
CNAG_04202	YNL240C	1
CNAG_00061	YNR001C	1
CNAG_04071	YMR314W	1
CNAG_02738	YDL144C	1
CNAG_05847	YDR353W	1
CNAG_03456	YDR152W	1
CNAG_01693	YDR280W	1
CNAG_01868	YKL110C	1
CNAG_01861	YGR232W	1
CNAG_00790	YDR284C	1
CNAG_04211	YPL169C	1
CNAG_03286	YOR016C	1
CNAG_02064	YPL082C	1
CNAG_03015	YLR185W	1
CNAG_02728	YLR191W	1
CNAG_03301	YGR181W	1
CNAG_01324	YMR010W	1
CNAG_00705	YPL235W	1
CNAG_07473	YGR094W	1
CNAG_01551	YMR136W	1
CNAG_02662	YNL223W	1
CNAG_00690	YIL110W	1
CNAG_06675	YAL002W	1
CNAG_05791	YMR273C	1
CNAG_05639	YBR276C	1
CNAG_03185	YLR011W	1
CNAG_06635	YIL038C	1
CNAG_04288	YGL018C	1
CNAG_06174	YDR283C	1
CNAG_06027	YNL331C	1
CNAG_04033	YBR229C	1
CNAG_00057	YLR377C	1
CNAG_05694	YOR061W	1
CNAG_06724	YML032C	1
CNAG_07562	YLL021W	1
CNAG_02268	YHR036W	1
CNAG_05154	YLR220W	1
CNAG_00232	YGL030W	1
CNAG_00762	YIL103W	1
CNAG_05970	YHL007C	1
CNAG_02903	YMR318C	1
CNAG_00440	YNL025C	1
CNAG_06828	YKL146W	1
CNAG_01821	YLR326W	1
CNAG_07335	YCR075C	1
CNAG_07362	YGR159C	1
CNAG_00689	YBR110W	1
CNAG_01165	YOR171C	1
CNAG_01655	YLL001W	1
CNAG_02111	YOR250C	1
CNAG_06585	YER172C	1
CNAG_06798	YJL069C	1
CNAG_06351	YER019C-A	1
CNAG_06428	YFL044C	1
CNAG_04611	YEL012W	1
CNAG_06472	YPL043W	1
CNAG_04884	YNL162W	1
CNAG_06492	YOR262W	1
CNAG_04222	YGR245C	1
CNAG_01319	YER007W	1
CNAG_03589	YPL252C	1
CNAG_05270	YOR243C	1
CNAG_02134	YFR037C	1
CNAG_03379	YPR131C	1
CNAG_00448	YLR447C	1
CNAG_00713	YPR036W	1
CNAG_01872	YHR175W	1
CNAG_01897	YLR399C	1
CNAG_06096	YMR241W	1
CNAG_00365	YOR175C	1
CNAG_05759	YNR016C	1
CNAG_06570	YLR137W	1
CNAG_06052	YBR018C	1
CNAG_06367	YDL153C	1
CNAG_02522	YKR052C	1
CNAG_02216	YMR247C	1
CNAG_00364	YKR038C	1
CNAG_02301	YDL051W	1
CNAG_00464	YML049C	1
CNAG_04304	YDR188W	1
CNAG_05386	YDR300C	1
CNAG_05564	YDR265W	1
CNAG_01149	YHR158C	1
CNAG_05029	YHR039C	1
CNAG_06769	YOR330C	1
CNAG_04662	YPR135W	1
CNAG_06696	YGL190C	1
CNAG_05765	YER100W	1
CNAG_05469	YOL013C	1
CNAG_01677	YNL263C	1
CNAG_00383	YAL026C	1
CNAG_06708	YHR144C	1
CNAG_06767	YDL004W	1
CNAG_01147	YKL013C	1
CNAG_01055	YCR098C	1
CNAG_05531	YPL022W	1
CNAG_05254	YPL244C	1
CNAG_00609	YGL140C	1
CNAG_03521	YDR045C	1
CNAG_05292	YBR126C	1
CNAG_01637	YAL042W	1
CNAG_00877	YER170W	1
CNAG_02384	YOR305W	1
CNAG_06350	YBR271W	1
CNAG_04401	YBL050W	1
CNAG_04398	YDR421W	1
CNAG_05678	YNR002C	1
CNAG_03772	YDL194W	1
CNAG_03352	YGL220W	1
CNAG_05505	YPL152W	1
CNAG_01415	YOR296W	1
CNAG_00722	YNL005C	1
CNAG_03651	YOR036W	1
CNAG_05231	YNL201C	1
CNAG_06004	YPR056W	1
CNAG_03527	YDR266C	1
CNAG_02806	YMR243C	1
CNAG_00180	YJR099W	1
CNAG_04032	YMR089C	1
CNAG_04158	YBL008W	1
CNAG_04453	YKL004W	1
CNAG_06971	YOR326W	1
CNAG_02764	YKL188C	1
CNAG_03541	YHR076W	1
CNAG_02473	YER004W	1
CNAG_02032	YDR159W	1
CNAG_02973	YLR105C	1
CNAG_04729	YKR024C	1
CNAG_01587	YOR123C	1
CNAG_02331	YPL081W	1
CNAG_00267	YOR166C	1
CNAG_06145	YOR017W	1
CNAG_06418	YCR079W	1
CNAG_01976	YBL087C	1
CNAG_02566	YNL068C	1
CNAG_03953	YGL169W	1
CNAG_01732	YBR170C	1
CNAG_04830	YML009C	1
CNAG_01799	YJL166W	1
CNAG_07744	YNL267W	1
CNAG_07437	YLR100W	1
CNAG_01641	YEL055C	1
CNAG_03149	YHL010C	1
CNAG_05241	YNL147W	1
CNAG_04514	YHR030C	1
CNAG_02906	YDR177W	1
CNAG_03590	YGL019W	1
CNAG_00388	YDR208W	1
CNAG_01556	YDR049W	1
CNAG_04268	YBL019W	1
CNAG_05398	YOR184W	1
CNAG_07354	YOL064C	1
CNAG_02110	YDL040C	1
CNAG_01974	YPL183W-A	1
CNAG_05384	YPR113W	1
CNAG_03897	YDR361C	1
CNAG_02866	YDR531W	1
CNAG_02468	YPL195W	1
CNAG_02568	YBL047C	1
CNAG_03975	YMR049C	1
CNAG_01396	YBR111W-A	1
CNAG_00769	YJL128C	1
CNAG_02312	YOR081C	1
CNAG_03009	YER044C	1
CNAG_03048	YDR248C	1
CNAG_02472	YLR083C	1
CNAG_01382	YMR293C	1
CNAG_06555	YGL202W	1
CNAG_01486	YMR121C	1
CNAG_00745	YOR267C	1
CNAG_05975	YKR079C	1
CNAG_03348	YMR100W	1
CNAG_01593	YHR066W	1
CNAG_02367	YGL210W	1
CNAG_03840	YGL174W	1
CNAG_02075	YLR393W	1
CNAG_02564	YPL083C	1
CNAG_02846	YGL010W	1
CNAG_01676	YNL062C	1
