term	gobpid	organism	query_lists_id	direction	p.adjusted	oddsratio	x_labels	Odds_Ratio_Score
monosaccharide metabolic process	GO:0005996	C. neoformans	AMB only	Up	0.00080315571849448	2.62878395860285	C. neoformans AMB only	2.62878395860285
monosaccharide metabolic process	GO:0005996	C. neoformans	AMB + LF	Up	0.00511987917946387	2.30629539951574	C. neoformans AMB + LF	2.30629539951574
monosaccharide metabolic process	GO:0005996	S. cerevisiae	AMB only	Up	0.000803552537054658	2.4688155032628	S. cerevisiae AMB only	2.4688155032628
monosaccharide metabolic process	GO:0005996	S. cerevisiae	AMB + LF	Down	0.012695425406186	2.15419199276636	S. cerevisiae AMB + LF	-2.15419199276636
monovalent inorganic cation transport	GO:0015672	S. cerevisiae	AMB only	Up	0.0141107195534415	2.10816320831122	S. cerevisiae AMB only	2.10816320831122
monovalent inorganic cation transport	GO:0015672	S. cerevisiae	AMB + LF	Up	0.021394336428063	2.17465685299383	S. cerevisiae AMB + LF	2.17465685299383
movement of cell or subcellular component	GO:0006928	C. neoformans	AMB only	Down	0.00508708698824658	6.28617511520737	C. neoformans AMB only	-6.28617511520737
movement of cell or subcellular component	GO:0006928	C. neoformans	AMB + LF	Down	0.00570697828945693	5.78680203045685	C. neoformans AMB + LF	-5.78680203045685
mRNA catabolic process	GO:0006402	S. cerevisiae	AMB only	Down	0.00158472812366599	2.09963426798182	S. cerevisiae AMB only	-2.09963426798182
mRNA export from nucleus	GO:0006406	S. cerevisiae	AMB only	Down	0.0115597432742488	2.30038921323325	S. cerevisiae AMB only	-2.30038921323325
mRNA metabolic process	GO:0016071	S. cerevisiae	AMB only	Down	0.0226076709842729	1.46471408647141	S. cerevisiae AMB only	-1.46471408647141
mRNA transport	GO:0051028	S. cerevisiae	AMB only	Down	0.000536676576943802	2.42504136789851	S. cerevisiae AMB only	-2.42504136789851
mRNA-containing ribonucleoprotein complex export from nucleus	GO:0071427	S. cerevisiae	AMB only	Down	0.0115597432742488	2.30038921323325	S. cerevisiae AMB only	-2.30038921323325
N-terminal protein amino acid modification	GO:0031365	S. cerevisiae	AMB only	Down	0.041010038061834	5.41326299924642	S. cerevisiae AMB only	-5.41326299924642
NAD metabolic process	GO:0019674	C. neoformans	AMB only	Up	0.0211623293392435	3.10854253205707	C. neoformans AMB only	3.10854253205707
NADH metabolic process	GO:0006734	C. neoformans	AMB only	Up	0.045695901095276	3.46589259796807	C. neoformans AMB only	3.46589259796807
NADH oxidation	GO:0006116	C. neoformans	AMB only	Up	0.0404486428034622	4.00301507537688	C. neoformans AMB only	4.00301507537688
NADP metabolic process	GO:0006739	C. neoformans	AMB only	Up	0.00111201204280714	6.03484848484849	C. neoformans AMB only	6.03484848484849
NADP metabolic process	GO:0006739	C. neoformans	AMB + LF	Up	0.00122767775557249	6.09350333940498	C. neoformans AMB + LF	6.09350333940498
NADPH regeneration	GO:0006740	C. neoformans	AMB only	Up	0.0022226820504793	30.015037593985	C. neoformans AMB only	30.015037593985
NADPH regeneration	GO:0006740	C. neoformans	AMB + LF	Up	0.0451270152748476	10.4739978331528	C. neoformans AMB + LF	10.4739978331528
ncRNA 3'-end processing	GO:0043628	S. cerevisiae	AMB only	Down	0.000181274690942318	4.08427700348432	S. cerevisiae AMB only	-4.08427700348432
ncRNA 3'-end processing	GO:0043628	S. cerevisiae	AMB + LF	Up	0.0242546001929896	2.87513061650993	S. cerevisiae AMB + LF	2.87513061650993
ncRNA 5'-end processing	GO:0034471	S. cerevisiae	AMB only	Down	2.6436228601186e-13	15.2501918649271	S. cerevisiae AMB only	-15.2501918649271
ncRNA catabolic process	GO:0034661	S. cerevisiae	AMB only	Down	0.00410130217071741	3.47636174719258	S. cerevisiae AMB only	-3.47636174719258
ncRNA export from nucleus	GO:0097064	S. cerevisiae	AMB + LF	Up	2.70949304341805e-05	5.98805646036916	S. cerevisiae AMB + LF	5.98805646036916
ncRNA metabolic process	GO:0034660	S. cerevisiae	AMB only	Down	1.2445962751541e-55	4.44245484760261	S. cerevisiae AMB only	-4.44245484760261
ncRNA metabolic process	GO:0034660	S. cerevisiae	AMB + LF	Up	1.05809118701812e-07	1.91716600863354	S. cerevisiae AMB + LF	1.91716600863354
ncRNA processing	GO:0034470	S. cerevisiae	AMB only	Down	4.80145940346159e-55	5.02978691663144	S. cerevisiae AMB only	-5.02978691663144
ncRNA processing	GO:0034470	S. cerevisiae	AMB + LF	Up	0.000186720401337662	1.71711015214529	S. cerevisiae AMB + LF	1.71711015214529
ncRNA transcription	GO:0098781	S. cerevisiae	AMB only	Down	1.03588504557987e-07	5.28889852847943	S. cerevisiae AMB only	-5.28889852847943
negative regulation of carbohydrate metabolic process	GO:0045912	S. cerevisiae	AMB only	Up	0.00162195293187428	6.93432406519655	S. cerevisiae AMB only	6.93432406519655
negative regulation of cell aging	GO:0090344	C. neoformans	AMB + LF	Up	0.0451270152748476	10.4739978331528	C. neoformans AMB + LF	10.4739978331528
negative regulation of cell cycle phase transition	GO:1901988	C. neoformans	AMB only	Down	0.0417894412848155	3.59047619047619	C. neoformans AMB only	-3.59047619047619
negative regulation of cellular carbohydrate metabolic process	GO:0010677	S. cerevisiae	AMB only	Up	0.00162195293187428	6.93432406519655	S. cerevisiae AMB only	6.93432406519655
negative regulation of chromosome organization	GO:2001251	C. neoformans	AMB + LF	Down	0.0464938064282926	3.28934010152284	C. neoformans AMB + LF	-3.28934010152284
negative regulation of chromosome segregation	GO:0051985	C. neoformans	AMB + LF	Down	0.0256144159553097	5.09771077610274	C. neoformans AMB + LF	-5.09771077610274
negative regulation of chromosome separation	GO:1905819	C. neoformans	AMB only	Down	0.0347108147414537	5.83354673495519	C. neoformans AMB only	-5.83354673495519
negative regulation of chromosome separation	GO:1905819	C. neoformans	AMB + LF	Down	0.0151743062775493	6.26313385107355	C. neoformans AMB + LF	-6.26313385107355
negative regulation of gene expression	GO:0010629	S. cerevisiae	AMB only	Down	0.00135656920955692	1.55875699422976	S. cerevisiae AMB only	-1.55875699422976
negative regulation of gluconeogenesis	GO:0045721	S. cerevisiae	AMB only	Up	0.00100935227215505	17.6234309623431	S. cerevisiae AMB only	17.6234309623431
negative regulation of macromolecule metabolic process	GO:0010605	S. cerevisiae	AMB only	Down	0.000967976591852556	1.51798564401958	S. cerevisiae AMB only	-1.51798564401958
negative regulation of meiotic DNA double-strand break formation	GO:1903342	C. neoformans	AMB + LF	Down	0.0454170881784012	45.2315270935961	C. neoformans AMB + LF	-45.2315270935961
negative regulation of metabolic process	GO:0009892	S. cerevisiae	AMB only	Down	0.00460733869009455	1.43273949579832	S. cerevisiae AMB only	-1.43273949579832
negative regulation of metaphase/anaphase transition of cell cycle	GO:1902100	C. neoformans	AMB only	Down	0.0347108147414537	5.83354673495519	C. neoformans AMB only	-5.83354673495519
negative regulation of metaphase/anaphase transition of cell cycle	GO:1902100	C. neoformans	AMB + LF	Down	0.0151743062775493	6.26313385107355	C. neoformans AMB + LF	-6.26313385107355
negative regulation of mitotic cell cycle	GO:0045930	C. neoformans	AMB only	Down	0.0417894412848155	3.09134615384615	C. neoformans AMB only	-3.09134615384615
negative regulation of mitotic cell cycle	GO:0045930	C. neoformans	AMB + LF	Down	0.0370719039760852	2.96778435239974	C. neoformans AMB + LF	-2.96778435239974
negative regulation of mitotic cell cycle phase transition	GO:1901991	C. neoformans	AMB only	Down	0.0417894412848155	3.59047619047619	C. neoformans AMB only	-3.59047619047619
negative regulation of mitotic metaphase/anaphase transition	GO:0045841	C. neoformans	AMB only	Down	0.0347108147414537	5.83354673495519	C. neoformans AMB only	-5.83354673495519
negative regulation of mitotic metaphase/anaphase transition	GO:0045841	C. neoformans	AMB + LF	Down	0.0151743062775493	6.26313385107355	C. neoformans AMB + LF	-6.26313385107355
negative regulation of mitotic nuclear division	GO:0045839	C. neoformans	AMB + LF	Down	0.0396435165365116	4.43605122386124	C. neoformans AMB + LF	-4.43605122386124
negative regulation of mitotic sister chromatid segregation	GO:0033048	C. neoformans	AMB + LF	Down	0.0226034530996625	5.29493621955934	C. neoformans AMB + LF	-5.29493621955934
negative regulation of mitotic sister chromatid separation	GO:2000816	C. neoformans	AMB only	Down	0.0347108147414537	5.83354673495519	C. neoformans AMB only	-5.83354673495519
negative regulation of mitotic sister chromatid separation	GO:2000816	C. neoformans	AMB + LF	Down	0.0151743062775493	6.26313385107355	C. neoformans AMB + LF	-6.26313385107355
negative regulation of molecular function	GO:0044092	S. cerevisiae	AMB + LF	Down	0.0246691638236165	2.13793103448276	S. cerevisiae AMB + LF	-2.13793103448276
negative regulation of sister chromatid segregation	GO:0033046	C. neoformans	AMB + LF	Down	0.0256144159553097	5.09771077610274	C. neoformans AMB + LF	-5.09771077610274
neurotransmitter metabolic process	GO:0042133	S. cerevisiae	AMB + LF	Up	0.0330135420186166	4.31749755620723	S. cerevisiae AMB + LF	4.31749755620723
neurotransmitter transport	GO:0006836	S. cerevisiae	AMB + LF	Up	0.0496098206206917	11.8415417558887	S. cerevisiae AMB + LF	11.8415417558887
neutral amino acid transport	GO:0015804	S. cerevisiae	AMB only	Up	1.58842577924972e-05	14.3737394957983	S. cerevisiae AMB only	14.3737394957983
neutral amino acid transport	GO:0015804	S. cerevisiae	AMB + LF	Up	0.0171956518088275	5.27885304659498	S. cerevisiae AMB + LF	5.27885304659498
nicotinamide nucleotide biosynthetic process	GO:0019359	C. neoformans	AMB only	Up	0.00189252655311161	4.19835234474018	C. neoformans AMB only	4.19835234474018
nicotinamide nucleotide biosynthetic process	GO:0019359	C. neoformans	AMB + LF	Up	0.00342298760692141	3.97523219814242	C. neoformans AMB + LF	3.97523219814242
nicotinamide nucleotide metabolic process	GO:0046496	C. neoformans	AMB only	Up	4.60620946541651e-10	5.60999627004849	C. neoformans AMB only	5.60999627004849
nicotinamide nucleotide metabolic process	GO:0046496	C. neoformans	AMB + LF	Up	1.41642115693321e-08	4.94822338384173	C. neoformans AMB + LF	4.94822338384173
nicotinamide nucleotide metabolic process	GO:0046496	S. cerevisiae	AMB + LF	Down	0.0170273931833613	2.21617021276596	S. cerevisiae AMB + LF	-2.21617021276596
nitrate assimilation	GO:0042128	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
nitrate assimilation	GO:0042128	S. cerevisiae	AMB + LF	Up	0.0315087936376821	Inf	S. cerevisiae AMB + LF	Inf
nitrate metabolic process	GO:0042126	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
nitrate metabolic process	GO:0042126	S. cerevisiae	AMB + LF	Up	0.0315087936376821	Inf	S. cerevisiae AMB + LF	Inf
nitric oxide metabolic process	GO:0046209	S. cerevisiae	AMB + LF	Up	0.0315087936376821	Inf	S. cerevisiae AMB + LF	Inf
nitrogen catabolite activation of transcription	GO:0090294	S. cerevisiae	AMB + LF	Up	0.0133942352240414	14.8177920685959	S. cerevisiae AMB + LF	14.8177920685959
nitrogen catabolite activation of transcription from RNA polymerase II promoter	GO:0001080	S. cerevisiae	AMB + LF	Up	0.0133942352240414	14.8177920685959	S. cerevisiae AMB + LF	14.8177920685959
nitrogen catabolite regulation of transcription	GO:0090293	S. cerevisiae	AMB + LF	Up	0.000449591830295886	15.8537634408602	S. cerevisiae AMB + LF	15.8537634408602
nitrogen catabolite regulation of transcription from RNA polymerase II promoter	GO:0001079	S. cerevisiae	AMB + LF	Up	0.00740290699937433	11.8648068669528	S. cerevisiae AMB + LF	11.8648068669528
nitrogen compound metabolic process	GO:0006807	S. cerevisiae	AMB only	Down	2.93087548032407e-11	1.57043828264758	S. cerevisiae AMB only	-1.57043828264758
nitrogen compound metabolic process	GO:0006807	S. cerevisiae	AMB + LF	Up	0.00271218244782345	1.29863841945865	S. cerevisiae AMB + LF	1.29863841945865
nitrogen compound transport	GO:0071705	S. cerevisiae	AMB + LF	Down	0.0432798361177162	1.29873800021573	S. cerevisiae AMB + LF	-1.29873800021573
nitrogen cycle metabolic process	GO:0071941	S. cerevisiae	AMB only	Up	7.60248661664954e-05	22.0662196144174	S. cerevisiae AMB only	22.0662196144174
nitrogen cycle metabolic process	GO:0071941	S. cerevisiae	AMB + LF	Up	4.56452797032212e-09	Inf	S. cerevisiae AMB + LF	Inf
nitrogen utilization	GO:0019740	C. neoformans	AMB only	Up	0.0156927866060171	4.17821158690176	C. neoformans AMB only	4.17821158690176
nitrogen utilization	GO:0019740	S. cerevisiae	AMB only	Up	4.42527327018294e-06	9.42274451939292	S. cerevisiae AMB only	9.42274451939292
nitrogen utilization	GO:0019740	S. cerevisiae	AMB + LF	Up	7.69244608632654e-08	12.7453854505972	S. cerevisiae AMB + LF	12.7453854505972
non-recombinational repair	GO:0000726	S. cerevisiae	AMB + LF	Down	0.0477151990210258	2.61329342810824	S. cerevisiae AMB + LF	-2.61329342810824
nonribosomal peptide biosynthetic process	GO:0019184	C. neoformans	AMB only	Up	0.0286958445254287	19.96	C. neoformans AMB only	19.96
nuclear chromosome segregation	GO:0098813	C. neoformans	AMB only	Down	0.000835183701017445	3.73366834170854	C. neoformans AMB only	-3.73366834170854
nuclear chromosome segregation	GO:0098813	C. neoformans	AMB + LF	Down	2.03779908065726e-05	4.55811799573956	C. neoformans AMB + LF	-4.55811799573956
nuclear division	GO:0000280	C. neoformans	AMB only	Down	0.00460650672375723	2.85068778892773	C. neoformans AMB only	-2.85068778892773
nuclear division	GO:0000280	C. neoformans	AMB + LF	Down	5.58646790676313e-05	3.60190822923859	C. neoformans AMB + LF	-3.60190822923859
nuclear export	GO:0051168	S. cerevisiae	AMB only	Down	5.67083084854771e-11	3.60257420541108	S. cerevisiae AMB only	-3.60257420541108
nuclear export	GO:0051168	S. cerevisiae	AMB + LF	Up	0.000340299820084942	2.4054618510363	S. cerevisiae AMB + LF	2.4054618510363
nuclear migration	GO:0007097	C. neoformans	AMB only	Down	0.00937196958173863	7.525	C. neoformans AMB only	-7.525
nuclear migration	GO:0007097	C. neoformans	AMB + LF	Down	0.014913130928092	6.56281407035176	C. neoformans AMB + LF	-6.56281407035176
nuclear migration along microtubule	GO:0030473	C. neoformans	AMB only	Down	0.0347108147414537	8.20452911574407	C. neoformans AMB only	-8.20452911574407
nuclear mRNA surveillance	GO:0071028	S. cerevisiae	AMB only	Down	0.0017619445458563	4.48154196069283	S. cerevisiae AMB only	-4.48154196069283
nuclear ncRNA surveillance	GO:0071029	S. cerevisiae	AMB only	Down	6.34448125849423e-05	9.06818181818182	S. cerevisiae AMB only	-9.06818181818182
nuclear polyadenylation-dependent mRNA catabolic process	GO:0071042	S. cerevisiae	AMB only	Down	0.000344691495897758	10.6674225245654	S. cerevisiae AMB only	-10.6674225245654
nuclear polyadenylation-dependent ncRNA catabolic process	GO:0071046	S. cerevisiae	AMB only	Down	6.34448125849423e-05	9.06818181818182	S. cerevisiae AMB only	-9.06818181818182
nuclear polyadenylation-dependent rRNA catabolic process	GO:0071035	S. cerevisiae	AMB only	Down	2.50973582013277e-05	10.8839393939394	S. cerevisiae AMB only	-10.8839393939394
nuclear polyadenylation-dependent snoRNA catabolic process	GO:0071036	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
nuclear polyadenylation-dependent snRNA catabolic process	GO:0071037	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
nuclear polyadenylation-dependent tRNA catabolic process	GO:0071038	S. cerevisiae	AMB only	Down	0.00412934603881245	6.45770392749245	S. cerevisiae AMB only	-6.45770392749245
nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription	GO:0071049	S. cerevisiae	AMB only	Down	0.0188178605455047	Inf	S. cerevisiae AMB only	-Inf
nuclear RNA surveillance	GO:0071027	S. cerevisiae	AMB only	Down	0.000508777155593611	4.72252955852045	S. cerevisiae AMB only	-4.72252955852045
nuclear transport	GO:0051169	S. cerevisiae	AMB only	Down	1.20788152169587e-13	3.5908459508265	S. cerevisiae AMB only	-3.5908459508265
nuclear transport	GO:0051169	S. cerevisiae	AMB + LF	Up	0.000943030491226568	2.11060183858955	S. cerevisiae AMB + LF	2.11060183858955
nuclear-transcribed mRNA catabolic process	GO:0000956	S. cerevisiae	AMB only	Down	0.0013284247100913	2.19362229102167	S. cerevisiae AMB only	-2.19362229102167
nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	GO:0070478	S. cerevisiae	AMB only	Down	0.0299443182214163	4.35396226415094	S. cerevisiae AMB only	-4.35396226415094
nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	GO:0000294	S. cerevisiae	AMB only	Down	0.01170481500501	9.02562170308968	S. cerevisiae AMB only	-9.02562170308968
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	GO:0034427	S. cerevisiae	AMB only	Down	0.0299443182214163	4.35396226415094	S. cerevisiae AMB only	-4.35396226415094
nucleic acid metabolic process	GO:0090304	S. cerevisiae	AMB only	Down	1.56585057952441e-26	2.06621315192744	S. cerevisiae AMB only	-2.06621315192744
nucleic acid phosphodiester bond hydrolysis	GO:0090305	S. cerevisiae	AMB only	Down	4.24165056352244e-13	2.77083765035572	S. cerevisiae AMB only	-2.77083765035572
nucleic acid transport	GO:0050657	S. cerevisiae	AMB only	Down	4.06554739625661e-13	3.53681406312985	S. cerevisiae AMB only	-3.53681406312985
nucleic acid transport	GO:0050657	S. cerevisiae	AMB + LF	Up	0.00817950231804641	1.89933967927279	S. cerevisiae AMB + LF	1.89933967927279
nucleic acid-templated transcription	GO:0097659	S. cerevisiae	AMB only	Down	0.0414633557378796	1.27049508258704	S. cerevisiae AMB only	-1.27049508258704
nucleobase biosynthetic process	GO:0046112	S. cerevisiae	AMB only	Down	0.000306994673518041	6.79848484848485	S. cerevisiae AMB only	-6.79848484848485
nucleobase metabolic process	GO:0009112	S. cerevisiae	AMB only	Down	0.00272599767821087	3.49878419452888	S. cerevisiae AMB only	-3.49878419452888
nucleobase metabolic process	GO:0009112	S. cerevisiae	AMB + LF	Up	0.00751669948303866	3.47727272727273	S. cerevisiae AMB + LF	3.47727272727273
nucleobase-containing compound biosynthetic process	GO:0034654	S. cerevisiae	AMB only	Down	3.13035800150042e-05	1.45695986583391	S. cerevisiae AMB only	-1.45695986583391
nucleobase-containing compound catabolic process	GO:0034655	S. cerevisiae	AMB only	Down	0.00120582819533342	1.8439156990402	S. cerevisiae AMB only	-1.8439156990402
nucleobase-containing compound metabolic process	GO:0006139	S. cerevisiae	AMB only	Down	1.15822697899564e-28	2.08490551855805	S. cerevisiae AMB only	-2.08490551855805
nucleobase-containing compound transport	GO:0015931	S. cerevisiae	AMB only	Down	2.4238126323805e-10	2.76324237560193	S. cerevisiae AMB only	-2.76324237560193
nucleobase-containing compound transport	GO:0015931	S. cerevisiae	AMB + LF	Up	0.0247093363544474	1.6739452380478	S. cerevisiae AMB + LF	1.6739452380478
nucleobase-containing small molecule biosynthetic process	GO:0034404	S. cerevisiae	AMB only	Down	0.00202581237948597	2.57171717171717	S. cerevisiae AMB only	-2.57171717171717
nucleobase-containing small molecule metabolic process	GO:0055086	C. neoformans	AMB only	Up	0.00247159075259387	1.73541972332844	C. neoformans AMB only	1.73541972332844
nucleobase-containing small molecule metabolic process	GO:0055086	C. neoformans	AMB + LF	Up	0.00953670636832089	1.61932319992563	C. neoformans AMB + LF	1.61932319992563
nucleobase-containing small molecule metabolic process	GO:0055086	S. cerevisiae	AMB only	Up	0.0170009778142073	1.52531869410082	S. cerevisiae AMB only	1.52531869410082
nucleocytoplasmic transport	GO:0006913	S. cerevisiae	AMB only	Down	1.20788152169587e-13	3.5908459508265	S. cerevisiae AMB only	-3.5908459508265
nucleocytoplasmic transport	GO:0006913	S. cerevisiae	AMB + LF	Up	0.000943030491226568	2.11060183858955	S. cerevisiae AMB + LF	2.11060183858955
nucleolar large rRNA transcription by RNA polymerase I	GO:0042790	S. cerevisiae	AMB only	Down	0.001527094002765	7.10884353741497	S. cerevisiae AMB only	-7.10884353741497
nucleolus organization	GO:0007000	S. cerevisiae	AMB only	Down	0.0440686540030666	9.65763732129421	S. cerevisiae AMB only	-9.65763732129421
nucleoside biosynthetic process	GO:0009163	S. cerevisiae	AMB only	Down	2.39700927850238e-05	6.16958174904943	S. cerevisiae AMB only	-6.16958174904943
nucleoside bisphosphate biosynthetic process	GO:0033866	C. neoformans	AMB only	Up	0.0482317889863446	4.375	C. neoformans AMB only	4.375
nucleoside bisphosphate biosynthetic process	GO:0033866	C. neoformans	AMB + LF	Up	0.0391581377903732	4.79751552795031	C. neoformans AMB + LF	4.79751552795031
nucleoside bisphosphate metabolic process	GO:0033865	C. neoformans	AMB only	Up	0.0053123157173804	3.35786802030457	C. neoformans AMB only	3.35786802030457
nucleoside bisphosphate metabolic process	GO:0033865	C. neoformans	AMB + LF	Up	0.0108471639659581	3.12041235145325	C. neoformans AMB + LF	3.12041235145325
nucleoside diphosphate metabolic process	GO:0009132	C. neoformans	AMB only	Up	0.00080315571849448	3.95287089279788	C. neoformans AMB only	3.95287089279788
nucleoside diphosphate metabolic process	GO:0009132	C. neoformans	AMB + LF	Up	0.000598677029240892	4.03608139290959	C. neoformans AMB + LF	4.03608139290959
nucleoside diphosphate phosphorylation	GO:0006165	C. neoformans	AMB only	Up	0.00406556007710618	4.63869463869464	C. neoformans AMB only	4.63869463869464
nucleoside diphosphate phosphorylation	GO:0006165	C. neoformans	AMB + LF	Up	0.00511987917946387	4.56657559198543	C. neoformans AMB + LF	4.56657559198543
nucleoside metabolic process	GO:0009116	S. cerevisiae	AMB only	Down	6.54270499501114e-08	5.98479532163743	S. cerevisiae AMB only	-5.98479532163743
nucleoside monophosphate biosynthetic process	GO:0009124	S. cerevisiae	AMB only	Down	0.00119217588240997	2.32368827160494	S. cerevisiae AMB only	-2.32368827160494
nucleoside phosphate biosynthetic process	GO:1901293	S. cerevisiae	AMB only	Down	0.000862270987637338	2.02138392857143	S. cerevisiae AMB only	-2.02138392857143
nucleoside phosphate catabolic process	GO:1901292	C. neoformans	AMB only	Up	0.00162198709987055	4.03350253807107	C. neoformans AMB only	4.03350253807107
nucleoside phosphate catabolic process	GO:1901292	C. neoformans	AMB + LF	Up	0.000954402604254286	4.23186813186813	C. neoformans AMB + LF	4.23186813186813
nucleoside phosphate metabolic process	GO:0006753	C. neoformans	AMB only	Up	0.000489635382728781	1.92806945018603	C. neoformans AMB only	1.92806945018603
nucleoside phosphate metabolic process	GO:0006753	C. neoformans	AMB + LF	Up	0.0038851911621957	1.74299688750556	C. neoformans AMB + LF	1.74299688750556
nucleoside salvage	GO:0043174	S. cerevisiae	AMB only	Down	0.041010038061834	5.41326299924642	S. cerevisiae AMB only	-5.41326299924642
nucleosome assembly	GO:0006334	C. neoformans	AMB + LF	Down	0.00740015074577387	8.11409991132131	C. neoformans AMB + LF	-8.11409991132131
nucleosome organization	GO:0034728	C. neoformans	AMB + LF	Down	0.000937668110060549	5.12896844088554	C. neoformans AMB + LF	-5.12896844088554
nucleotide biosynthetic process	GO:0009165	S. cerevisiae	AMB only	Down	0.00118619793266831	2.00186152645169	S. cerevisiae AMB only	-2.00186152645169
nucleotide catabolic process	GO:0009166	C. neoformans	AMB only	Up	0.000788323318417399	4.4839255499154	C. neoformans AMB only	4.4839255499154
nucleotide catabolic process	GO:0009166	C. neoformans	AMB + LF	Up	0.000394438802803096	4.76332417582418	C. neoformans AMB + LF	4.76332417582418
nucleotide metabolic process	GO:0009117	C. neoformans	AMB only	Up	0.000333701054274958	1.96285393888422	C. neoformans AMB only	1.96285393888422
nucleotide metabolic process	GO:0009117	C. neoformans	AMB + LF	Up	0.00446345646429823	1.73710761187019	C. neoformans AMB + LF	1.73710761187019
nucleotide phosphorylation	GO:0046939	C. neoformans	AMB only	Up	0.00352435417801605	4.35853350189633	C. neoformans AMB only	4.35853350189633
nucleotide phosphorylation	GO:0046939	C. neoformans	AMB + LF	Up	0.00511987917946387	4.21772428884026	C. neoformans AMB + LF	4.21772428884026
nucleotide phosphorylation	GO:0046939	S. cerevisiae	AMB + LF	Down	0.0267338850984564	2.77896346219851	S. cerevisiae AMB + LF	-2.77896346219851
nucleus localization	GO:0051647	C. neoformans	AMB only	Down	0.0120320257791522	6.83790737564322	C. neoformans AMB only	-6.83790737564322
nucleus localization	GO:0051647	C. neoformans	AMB + LF	Down	0.0179486098232865	5.98951278129779	C. neoformans AMB + LF	-5.98951278129779
oligosaccharide biosynthetic process	GO:0009312	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
oligosaccharide metabolic process	GO:0009311	C. neoformans	AMB + LF	Up	0.0245009287617204	3.85559796437659	C. neoformans AMB + LF	3.85559796437659
one-carbon metabolic process	GO:0006730	S. cerevisiae	AMB only	Down	0.00283508588122209	6.09210668394342	S. cerevisiae AMB only	-6.09210668394342
organelle assembly	GO:0070925	S. cerevisiae	AMB only	Down	8.69062229046565e-05	2.14721946375372	S. cerevisiae AMB only	-2.14721946375372
organelle assembly	GO:0070925	S. cerevisiae	AMB + LF	Up	0.000319495154699275	2.20935452718398	S. cerevisiae AMB + LF	2.20935452718398
organelle disassembly	GO:1903008	S. cerevisiae	AMB only	Up	0.0109621444505942	2.58157078398195	S. cerevisiae AMB only	2.58157078398195
organelle fission	GO:0048285	C. neoformans	AMB only	Down	0.00660798084021619	2.71009667024705	C. neoformans AMB only	-2.71009667024705
organelle fission	GO:0048285	C. neoformans	AMB + LF	Down	9.55719664121454e-05	3.42156364831357	C. neoformans AMB + LF	-3.42156364831357
organelle localization	GO:0051640	C. neoformans	AMB only	Down	0.000835183701017445	3.39385754301721	C. neoformans AMB only	-3.39385754301721
organelle localization	GO:0051640	C. neoformans	AMB + LF	Down	0.0045480468971994	2.88559002808027	C. neoformans AMB + LF	-2.88559002808027
organelle localization	GO:0051640	S. cerevisiae	AMB only	Down	0.00931395767674921	1.68523948087583	S. cerevisiae AMB only	-1.68523948087583
organelle organization	GO:0006996	S. cerevisiae	AMB + LF	Down	0.0019491969177402	1.34197766303347	S. cerevisiae AMB + LF	-1.34197766303347
organelle transport along microtubule	GO:0072384	C. neoformans	AMB only	Down	0.0347108147414537	7.61682242990654	C. neoformans AMB only	-7.61682242990654
organic acid biosynthetic process	GO:0016053	C. neoformans	AMB only	Up	0.0001030263508897	2.11943319838057	C. neoformans AMB only	2.11943319838057
organic acid biosynthetic process	GO:0016053	C. neoformans	AMB + LF	Down	0.0151743062775493	2.41185347784333	C. neoformans AMB + LF	-2.41185347784333
organic acid biosynthetic process	GO:0016053	C. neoformans	AMB + LF	Up	0.00913315815935078	1.71547344110855	C. neoformans AMB + LF	1.71547344110855
organic acid biosynthetic process	GO:0016053	S. cerevisiae	AMB only	Up	7.71811129605392e-16	3.4841164213215	S. cerevisiae AMB only	3.4841164213215
organic acid biosynthetic process	GO:0016053	S. cerevisiae	AMB + LF	Up	2.11416716349394e-18	3.99150755200912	S. cerevisiae AMB + LF	3.99150755200912
organic acid catabolic process	GO:0016054	C. neoformans	AMB only	Up	1.16733255584917e-10	4.24509640957447	C. neoformans AMB only	4.24509640957447
organic acid catabolic process	GO:0016054	C. neoformans	AMB + LF	Up	1.12190346927456e-07	3.40328041399877	C. neoformans AMB + LF	3.40328041399877
organic acid catabolic process	GO:0016054	S. cerevisiae	AMB only	Up	0.0488160755600507	1.83393769773668	S. cerevisiae AMB only	1.83393769773668
organic acid metabolic process	GO:0006082	C. neoformans	AMB only	Up	8.25227589940184e-15	2.68890368170413	C. neoformans AMB only	2.68890368170413
organic acid metabolic process	GO:0006082	C. neoformans	AMB + LF	Up	3.35108185883568e-09	2.16264724063326	C. neoformans AMB + LF	2.16264724063326
